../rpf2x0_Binningv1_Inputv1_SR_Unblind/Signal_M1MeV_SR-2x0_area, ../rpf2x0_Binningv1_Inputv1_SR_Unblind/Signal_M10MeV_SR-2x0_area, ../rpf2x0_Binningv1_Inputv1_SR_Unblind/Signal_M100MeV_SR-2x0_area, ../rpf2x0_Binningv1_Inputv1_SR_Unblind/Signal_M1000MeV_SR-2x0_area,
1, 10, 100, 1000
10000, 10000, 10000, 10000
164, 1216, 807, 1
328, 2432, 1614, 2
820, 6080, 4035, 5
1640, 12160, 8070, 10
3280, 24320, 16140, 20
8200, 60800, 40350, 50
16400, 121600, 80700, 100
32800, 243200, 161400, 200
